library	file	cohort	library_type	isolation_type	serial	duplicate	batch
WBC1304_UC1	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1304_UC1_filt.bam	bladder	wgs	cfdna	0	0	1
WBC1308_UC1	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1308_UC1_filt.bam	bladder	wgs	cfdna	0	0	3
WBC1309_UC1	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1309_UC1_filt.bam	bladder	wgs	cfdna	0	0	1
WBC1310_UC1	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1310_UC1_filt.bam	bladder	wgs	cfdna	0	0	1
WBC1311_UC1	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1311_UC1_filt.bam	bladder	wgs	cfdna	0	0	1
WBC1312_UC1	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1312_UC1_filt.bam	bladder	wgs	cfdna	0	0	1
WBC1313_UC1	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1313_UC1_filt.bam	bladder	wgs	cfdna	0	0	1
WBC1314_UC1	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1314_UC1_filt.bam	bladder	wgs	cfdna	0	0	1
WBC1315_UC1	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1315_UC1_filt.bam	bladder	wgs	cfdna	0	0	1
WBC1317_UC1	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1317_UC1_filt.bam	bladder	wgs	cfdna	0	0	1
WBC1317_UC2	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1317_UC2_filt.bam	bladder	wgs	cfdna	1	0	2
WBC1317_UC3	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1317_UC3_filt.bam	bladder	wgs	cfdna	1	0	2
WBC1317_UC4	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1317_UC4_filt.bam	bladder	wgs	cfdna	1	0	2
WBC1318_UC1	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1318_UC1_filt.bam	bladder	wgs	cfdna	0	0	3
WBC1320_UC1	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1320_UC1_filt.bam	bladder	wgs	cfdna	0	0	1
WBC1320_UC1b	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1320_UC1b_filt.bam	bladder	wgs	cfdna	1	0	2
WBC1320_UC2	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1320_UC2_filt.bam	bladder	wgs	cfdna	1	0	2
WBC1320_UC3	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1320_UC3_filt.bam	bladder	wgs	cfdna	1	0	2
WBC1320_UC4	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1320_UC4_filt.bam	bladder	wgs	cfdna	1	0	2
WBC1320_UC5	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1320_UC5_filt.bam	bladder	wgs	cfdna	1	0	2
WBC1322_UC1	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1322_UC1_filt.bam	bladder	wgs	cfdna	0	0	1
WBC1322_UC2	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1322_UC2_filt.bam	bladder	wgs	cfdna	1	0	3
WBC1322_UC3	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1322_UC3_filt.bam	bladder	wgs	cfdna	1	0	3
WBC1322_UC4	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1322_UC4_filt.bam	bladder	wgs	cfdna	1	0	3
WBC1322_UC5	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1322_UC5_filt.bam	bladder	wgs	cfdna	1	0	3
WBC1324_UC1	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1324_UC1_filt.bam	bladder	wgs	cfdna	0	0	3
WBC1324_UC2	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1324_UC2_filt.bam	bladder	wgs	cfdna	1	0	3
WBC1324_UC3	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1324_UC3_filt.bam	bladder	wgs	cfdna	1	0	3
WBC1324_UC4	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1324_UC4_filt.bam	bladder	wgs	cfdna	1	0	3
WBC1324_UC5	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1324_UC5_filt.bam	bladder	wgs	cfdna	1	0	3
WBC1325_UC2	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1325_UC2_filt.bam	bladder	wgs	cfdna	1	0	2
WBC1325_UC3	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1325_UC3_filt.bam	bladder	wgs	cfdna	1	0	2
WBC1325_UC4	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1325_UC4_filt.bam	bladder	wgs	cfdna	1	0	2
WBC1325_UC5	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1325_UC5_filt.bam	bladder	wgs	cfdna	1	0	2
WBC1325_UC5b	/aclm350-zpool1/jlinford/frag/analysis/bams/WBC1325_UC5b_filt.bam	bladder	wgs	cfdna	1	0	2
